product_name,brands,categories,countries,ingredients_text,nutriments,scraped_at
Pringles Texas BBQ,"Pringles, Kellogg","Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Salty snacks made from potato, Texas bbq sauce flavour savoury snack","Belgium,Bulgaria,Germany,Ireland,Morocco,Romania,United Kingdom,Libya","Dehydrated potatoes, vegetable oils (sunflower, palm, corn) in varying proportions, wheat flour, corn flour, rice flour, barbecue seasoning (sugar, lactose {milk}, salt, onion powder, flavour enhancers {monosodium glutamate, disodium 5'-ribonucleotides}, tomato powder, paprika powder, yeast extract, flavourings, smoke flavourings, carob powder, acidity regulator {sodium diacetate}, acids {malic acid, citric acid}, garlic powder, sunflower oil, corn starch, colour {paprika extract}, maltodextrin), maltodextrin, emulsifier (E471), salt, colour (annatto norbixin)","{'carbohydrates': 56, 'carbohydrates_100g': 56, 'carbohydrates_serving': 92.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 56, 'energy': 2163, 'energy-kcal': 517, 'energy-kcal_100g': 517, 'energy-kcal_serving': 853, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 517, 'energy-kcal_value_computed': 517.2, 'energy_100g': 2163, 'energy_serving': 3570, 'energy_unit': 'kcal', 'energy_value': 517, 'fat': 29, 'fat_100g': 29, 'fat_serving': 47.8, 'fat_unit': 'g', 'fat_value': 29, 'fiber': 3.5, 'fiber_100g': 3.5, 'fiber_serving': 5.78, 'fiber_unit': 'g', 'fiber_value': 3.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_serving': 10.4, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 1.0825, 'salt_100g': 1.0825, 'salt_serving': 1.79, 'salt_unit': 'g', 'salt_value': 1.0825, 'saturated-fat': 2.9, 'saturated-fat_100g': 2.9, 'saturated-fat_serving': 4.78, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.9, 'sodium': 0.433, 'sodium_100g': 0.433, 'sodium_serving': 0.714, 'sodium_unit': 'g', 'sodium_value': 0.433, 'sugars': 4.1, 'sugars_100g': 4.1, 'sugars_serving': 6.76, 'sugars_unit': 'g', 'sugars_value': 4.1}",2025-11-27 18:00:13
Extrem,Excelo,"Snacks, Sweet snacks, Bars, en:confectioneries",en:Morocco,"Sucre, Sirop de glucose, Cacahuètes (20%). Cacao en poudre, Prigine vegeta (Poudre de laiter, Poudre be de Graisses végétales (Palme, Palmiste), Beurre, Blanc d'œuf en poudre, Poudre levante (Bicarbonate de sodium E500), Humectant (Sorbitol), Emulsifiant d'origine végétale (lecithine de soja E322 Mone 471 polyricinoleate de polyglycérol E476), sel et Arôme (vanilline). Contient : Arachides, Lait, Œufs et Soja, peut contenir des traces des fruits à coque. Attention: la consommation de 40 grammnes effet laxatif. EN: Nougat coated with cocoa, milk chocolate flavor with caramel and roasted peanuts. Ingredients: Sugar, Glucose syrup, Peanuts (20%), Cocoa powder. Dairy powders (Whole mill teins), Vegetable fats (Palm, Palm kernel), Butter, Egg white powder, Raising powder (Sodium bicarbonate E500), Humectant (Sorbitol), Emulsifier of plant origin (soy lecithin E322, Mono and E471) polyglycerol polyricinoleate E476), salt and Flavor (vanillin). Contains: Peanuts, Milk, Eggs and Soy, may contain traces of nuts.Warning: consuming 40 grams of sorbitol per day can cause a laxative sabor chocolate ao leite com caramelo e amendoim torrado. Ingredientes: Açúcar, xarope de glicose, amendoim (20%), cacau em pó, laticínios em pó (leite em pó integral, leite em pó desnatado ma, palmiste), manteiga, cara de ovo em pó, fermento em pó (sodio). bicarbonato E500), Umectante (Sorbitol), Emulsificante de origem vegetal (lecitina de soja E322, Mono e diglicerideos de de poiglicerol E476), sal e sabor (vanilina). Contém: Amendoim, Leite, Ovos e Soja, pode conter vestigios de nozes. Atenção: consumir 40 gramas de sorbitol por dia pode causar efeito laxante NL coladesmaak met karamel en geroosterde pinda's. Ingrediënten: Suiker, Glucosestroop, Pinda's (20%), Cacaopoeder, Zuivelpoeders (Volle melkpoeder, Magere melkpoeder, Melkeiwitten), Plantor Eneder, Rijspoeder (Natrium bicarbonaat E500), bevochtigingsmiddel (sorbitol), emulgator van plantaardige oorsprong (sojalecithine E322, mono - en diglyceriden van vetzuren (6471), polyg if (vanilline). Bevat Pinda's, Melk, Eieren en Soja, kan sporen van noten bevatten. Waarschuwing: het consumeren van 40 gram sorbitol per dag kan een laxerend effect veroorzaken سوكر لاتة الحليب مع الكراميل والفول السوداني المكونات سكر، شراب الجلوكوز، فول سوداني (20%) مسحوق الكاكاو، مساحيق الحليب ( مسحوق الحليب كامل الدسم مسحوق الحليب منزوع الدسم، بروتينات الحليب) دهون نباتية التخيل نوقا المدربونات الصوديوم (2500) مرطب (سوربيتول)، مستحلبات من أصل نباتي (المسيئين الصويا 322 ، أحادي وثنائي جليسريدات من الأحماض الدهنية E471 ، متعدد جليسيرول متعدد ريسينوليات E476 ، ملح ونكهة ( فانيلين). يحتوي على الفول السوداني من الشواكه الجافة ، تحذير تناول 40 جراما من السوربيتول يوميا يمكن أن يسبب تأثيرا ملينا.","{'carbohydrates': 54.6, 'carbohydrates_100g': 54.6, 'carbohydrates_serving': 16.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 54.6, 'energy': 1724, 'energy-kcal': 412, 'energy-kcal_100g': 412, 'energy-kcal_serving': 124, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 412, 'energy-kcal_value_computed': 416.1, 'energy_100g': 1724, 'energy_serving': 517, 'energy_unit': 'kcal', 'energy_value': 412, 'fat': 18.5, 'fat_100g': 18.5, 'fat_serving': 5.55, 'fat_unit': 'g', 'fat_value': 18.5, 'fiber': 1.6, 'fiber_100g': 1.6, 'fiber_serving': 0.48, 'fiber_unit': 'g', 'fiber_value': 1.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 20, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 20, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'proteins': 7, 'proteins_100g': 7, 'proteins_serving': 2.1, 'proteins_unit': 'g', 'proteins_value': 7}",2025-11-27 18:00:13
Sablés chocolat,McVitie's,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Milk chocolate biscuits,Shortbread cookies,Digestives covered with chocolate,Shortbread cookie with chocolate",France,"Farine 39% (farine de blé, calcium, fer, niacine, thiamine), chocolat au lait 30% (sucre, beurre de cacao, masse de cacao, lait écrémé en poudre, lactosérum en poudre (lait), beurre pâtissier (lait), graisses végétales (karité, palme), émulsifiants (lécithine de soja, E476), arôme naturel), huile de palme, farine de blé complète (9%), sucre, sirop de glucose-fructose, poudre à lever (carbonate de sodium, acide malique, carbonates d'ammonium), sel.","{'carbohydrates': 62.5, 'carbohydrates_100g': 62.5, 'carbohydrates_serving': 10.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 62.5, 'carbon-footprint-from-known-ingredients_100g': 234.6, 'carbon-footprint-from-known-ingredients_product': 704, 'carbon-footprint-from-known-ingredients_serving': 39.2, 'energy': 2078, 'energy-kcal': 496, 'energy-kcal_100g': 496, 'energy-kcal_serving': 82.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 496, 'energy-kcal_value_computed': 495.2, 'energy-kj': 2078, 'energy-kj_100g': 2078, 'energy-kj_serving': 347, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2078, 'energy-kj_value_computed': 2073.6, 'energy_100g': 2078, 'energy_serving': 347, 'energy_unit': 'kJ', 'energy_value': 2078, 'fat': 23.6, 'fat_100g': 23.6, 'fat_serving': 3.94, 'fat_unit': 'g', 'fat_value': 23.6, 'fiber': 3, 'fiber_100g': 3, 'fiber_serving': 0.501, 'fiber_unit': 'g', 'fiber_value': 3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 28, 'nutrition-score-fr_100g': 28, 'proteins': 6.7, 'proteins_100g': 6.7, 'proteins_serving': 1.12, 'proteins_unit': 'g', 'proteins_value': 6.7, 'salt': 0.94, 'salt_100g': 0.94, 'salt_serving': 0.157, 'salt_unit': 'g', 'salt_value': 0.94, 'saturated-fat': 12.4, 'saturated-fat_100g': 12.4, 'saturated-fat_serving': 2.07, 'saturated-fat_unit': 'g', 'saturated-fat_value': 12.4, 'sodium': 0.376, 'sodium_100g': 0.376, 'sodium_serving': 0.0628, 'sodium_unit': 'g', 'sodium_value': 0.376, 'sugars': 28.5, 'sugars_100g': 28.5, 'sugars_serving': 4.76, 'sugars_unit': 'g', 'sugars_value': 28.5}",2025-11-27 18:00:13
Real Mayonnaise,Hellmann's,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries","France,Irlande,Royaume-Uni","Rapeseed oil (78%), egg,  egg yolk (7.9%), water, spirit vinegar, sugar, salt, flavourings, lemon juice concentrate, antioxidant (calcium disodium EDTA), paprika extract","{'carbohydrates': 1.4, 'carbohydrates_100g': 1.4, 'carbohydrates_serving': 0.196, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1.4, 'carbon-footprint-from-known-ingredients_100g': 202.8, 'carbon-footprint-from-known-ingredients_product': 1220, 'carbon-footprint-from-known-ingredients_serving': 28.4, 'energy': 3011, 'energy-kcal': 720, 'energy-kcal_100g': 720, 'energy-kcal_serving': 101, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 720, 'energy-kcal_value_computed': 721, 'energy-kj': 3011, 'energy-kj_100g': 3011, 'energy-kj_serving': 422, 'energy-kj_unit': 'kJ', 'energy-kj_value': 3011, 'energy-kj_value_computed': 2965.5, 'energy_100g': 3011, 'energy_serving': 422, 'energy_unit': 'kJ', 'energy_value': 3011, 'fat': 79, 'fat_100g': 79, 'fat_serving': 11.1, 'fat_unit': 'g', 'fat_value': 79, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 6, 'nutrition-score-fr_100g': 6, 'omega-3-fat': 7.1, 'omega-3-fat_100g': 7.1, 'omega-3-fat_serving': 0.994, 'omega-3-fat_unit': 'g', 'omega-3-fat_value': 7.1, 'proteins': 1.1, 'proteins_100g': 1.1, 'proteins_serving': 0.154, 'proteins_unit': 'g', 'proteins_value': 1.1, 'salt': 1.2, 'salt_100g': 1.2, 'salt_serving': 0.168, 'salt_unit': 'g', 'salt_value': 1.2, 'saturated-fat': 6.1, 'saturated-fat_100g': 6.1, 'saturated-fat_serving': 0.854, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.1, 'sodium': 0.48, 'sodium_100g': 0.48, 'sodium_serving': 0.0672, 'sodium_unit': 'g', 'sodium_value': 0.48, 'sugars': 1.3, 'sugars_100g': 1.3, 'sugars_serving': 0.182, 'sugars_unit': 'g', 'sugars_value': 1.3}",2025-11-27 18:00:13
Eau minérale,,"Boissons,Eaux,Eaux de sources,Eaux minérales","France, en:morocco",,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kcal', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 18:00:13
لينيا,Jaouda,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, en:yogurts","France, en:morocco","Ingréedients: lait frais érémé,poudre de lait écrémé, amidon, ferments lactiques, édulkorants utilisés pour régime sans sucre (sucralose et acésulfame), vitamine A et D3.","{'calcium': 0.17, 'calcium_100g': 0.17, 'calcium_unit': 'mg', 'calcium_value': 170, 'carbohydrates': 7, 'carbohydrates_100g': 7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 7, 'energy': 201, 'energy-kcal': 48, 'energy-kcal_100g': 48, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 48, 'energy-kcal_value_computed': 47.6, 'energy_100g': 201, 'energy_unit': 'kcal', 'energy_value': 48, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 4.9, 'proteins_100g': 4.9, 'proteins_unit': 'g', 'proteins_value': 4.9, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0, 'vitamin-a': 0.000109, 'vitamin-a_100g': 0.000109, 'vitamin-a_unit': 'µg', 'vitamin-a_value': 109}",2025-11-27 18:00:13
Biscottes,"Heudebert,Lu,Mondelez","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Common wheat rusks",France,"Farine de _blé_ 96,3 %, huile de palme, sucre, levure, sel, émulsifiants (E471, E481), agent de traitement de la farine (acide ascorbique).","{'carbohydrates': 29, 'carbohydrates_100g': 29, 'carbohydrates_serving': 11.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 29, 'carbon-footprint-from-known-ingredients_100g': 115.56, 'carbon-footprint-from-known-ingredients_product': 335, 'carbon-footprint-from-known-ingredients_serving': 46.8, 'energy': 698, 'energy-kcal': 165, 'energy-kcal_100g': 165, 'energy-kcal_serving': 66.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 165, 'energy-kcal_value_computed': 163.3, 'energy-kj': 698, 'energy-kj_100g': 698, 'energy-kj_serving': 283, 'energy-kj_unit': 'kJ', 'energy-kj_value': 698, 'energy-kj_value_computed': 689.7, 'energy_100g': 698, 'energy_serving': 283, 'energy_unit': 'kJ', 'energy_value': 698, 'fat': 2.9, 'fat_100g': 2.9, 'fat_serving': 1.17, 'fat_unit': 'g', 'fat_value': 2.9, 'fiber': 1.4, 'fiber_100g': 1.4, 'fiber_serving': 0.567, 'fiber_unit': 'g', 'fiber_value': 1.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 4, 'nutrition-score-fr_100g': 4, 'proteins': 4.6, 'proteins_100g': 4.6, 'proteins_serving': 1.86, 'proteins_unit': 'g', 'proteins_value': 4.6, 'salt': 0.47, 'salt_100g': 0.47, 'salt_serving': 0.19, 'salt_unit': 'g', 'salt_value': 0.47, 'saturated-fat': 1.4, 'saturated-fat_100g': 1.4, 'saturated-fat_serving': 0.567, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.4, 'sodium': 0.188, 'sodium_100g': 0.188, 'sodium_serving': 0.0761, 'sodium_unit': 'g', 'sodium_value': 0.188, 'sugars': 2.8, 'sugars_100g': 2.8, 'sugars_serving': 1.13, 'sugars_unit': 'g', 'sugars_value': 2.8}",2025-11-27 18:00:13
,Jacquet,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet",France,"Farine complète de blé (51%), eau, farine de blé (18%), huile de colza, levure, arôme naturel (contient
alcool), sel, farine de maïs , GLUTEN DE BLÉ, extrait d'acérola.","{'carbohydrates': 44, 'carbohydrates_100g': 44, 'carbohydrates_serving': 13.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 44, 'carbon-footprint-from-known-ingredients_100g': 82.8, 'carbon-footprint-from-known-ingredients_product': 339, 'carbon-footprint-from-known-ingredients_serving': 24.8, 'energy': 1127, 'energy-kcal': 270, 'energy-kcal_100g': 270, 'energy-kcal_serving': 81, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 270, 'energy-kcal_value_computed': 267.1, 'energy-kj': 1127, 'energy-kj_100g': 1127, 'energy-kj_serving': 338, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1127, 'energy-kj_value_computed': 1126.7, 'energy_100g': 1127, 'energy_serving': 338, 'energy_unit': 'kJ', 'energy_value': 1127, 'fat': 4.3, 'fat_100g': 4.3, 'fat_serving': 1.29, 'fat_unit': 'g', 'fat_value': 4.3, 'fiber': 6.2, 'fiber_100g': 6.2, 'fiber_serving': 1.86, 'fiber_unit': 'g', 'fiber_value': 6.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.1015625, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.1015625, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 3.3515625, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 3.3515625, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 1, 'nutrition-score-fr_100g': 1, 'proteins': 10, 'proteins_100g': 10, 'proteins_serving': 3, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 1, 'salt_100g': 1, 'salt_serving': 0.3, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.15, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.4, 'sodium_100g': 0.4, 'sodium_serving': 0.12, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 5.3, 'sugars_100g': 5.3, 'sugars_serving': 1.59, 'sugars_unit': 'g', 'sugars_value': 5.3}",2025-11-27 18:00:13
Peanut Butter Oat Bars,Deliciously Ella,cereal bars,"Ireland,United Kingdom","Gluten Free Oats (41%), Rice Syrup, Peanuts (15%), Coconut Oil, Coconut Sugar, Date Syrup, Peanut Butter (4%), Rapeseed Oil, Salt.","{'carbohydrates': 25, 'carbohydrates_100g': 50, 'carbohydrates_serving': 25, 'carbohydrates_unit': 'g', 'carbohydrates_value': 25, 'energy': 962, 'energy-kcal': 230, 'energy-kcal_100g': 460, 'energy-kcal_serving': 230, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 230, 'energy-kcal_value_computed': 232.2, 'energy_100g': 1920, 'energy_serving': 962, 'energy_unit': 'kcal', 'energy_value': 230, 'fat': 11.8, 'fat_100g': 23.6, 'fat_serving': 11.8, 'fat_unit': 'g', 'fat_value': 11.8, 'fiber': 3, 'fiber_100g': 6, 'fiber_serving': 3, 'fiber_unit': 'g', 'fiber_value': 3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 4.25, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 4.25, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 23.25, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 23.25, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 5, 'proteins_100g': 10, 'proteins_serving': 5, 'proteins_unit': 'g', 'proteins_value': 5, 'salt': 0.24, 'salt_100g': 0.48, 'salt_serving': 0.24, 'salt_unit': 'g', 'salt_value': 0.24, 'saturated-fat': 5.1, 'saturated-fat_100g': 10.2, 'saturated-fat_serving': 5.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.1, 'sodium': 0.096, 'sodium_100g': 0.192, 'sodium_serving': 0.096, 'sodium_unit': 'g', 'sodium_value': 0.096, 'sugars': 11, 'sugars_100g': 22, 'sugars_serving': 11, 'sugars_unit': 'g', 'sugars_value': 11}",2025-11-27 18:00:13
Chargement…,,,en:Morocco,paracétamol,"{'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0}",2025-11-27 18:00:13
Leerdammer original 8 tranches 200g,Leerdammer,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages en tranches",France,"LAIT pasteurisé, sel, ferments LACTIQUES, enzyme coagulante microbienne","{'calcium': 0.86, 'calcium_100g': 0.86, 'calcium_serving': 0.215, 'calcium_unit': 'mg', 'calcium_value': 860, 'carbohydrates': 0.1, 'carbohydrates_100g': 0.1, 'carbohydrates_serving': 0.025, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.1, 'energy': 1460, 'energy-kcal': 352, 'energy-kcal_100g': 352, 'energy-kcal_serving': 88, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 352, 'energy-kcal_value_computed': 351.9, 'energy-kj': 1460, 'energy-kj_100g': 1460, 'energy-kj_serving': 365, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1460, 'energy-kj_value_computed': 1461.2, 'energy_100g': 1460, 'energy_serving': 365, 'energy_unit': 'kJ', 'energy_value': 1460, 'fat': 27.5, 'fat_100g': 27.5, 'fat_serving': 6.88, 'fat_unit': 'g', 'fat_value': 27.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 14, 'nutrition-score-fr_100g': 14, 'proteins': 26, 'proteins_100g': 26, 'proteins_serving': 6.5, 'proteins_unit': 'g', 'proteins_value': 26, 'salt': 1.5, 'salt_100g': 1.5, 'salt_serving': 0.375, 'salt_unit': 'g', 'salt_value': 1.5, 'saturated-fat': 18.5, 'saturated-fat_100g': 18.5, 'saturated-fat_serving': 4.62, 'saturated-fat_unit': 'g', 'saturated-fat_value': 18.5, 'sodium': 0.6, 'sodium_100g': 0.6, 'sodium_serving': 0.15, 'sodium_unit': 'g', 'sodium_value': 0.6, 'sugars': 0.1, 'sugars_100g': 0.1, 'sugars_serving': 0.025, 'sugars_unit': 'g', 'sugars_value': 0.1}",2025-11-27 18:00:13
NAKD PROTEIN - Cacao noisette - 45g (16x1p),Nakd,"Snacks,Sweet snacks,Bars,Nut bars,Snack bar, Compléments alimentaires, Compléments pour le Bodybuilding, Barres protéinées","France, United Kingdom, en:switzerland","Dattes (38%), cacahuètes (35%), fibre de chicorée (10%), farine de cacahuètes (8%), noisettes (5%), cacao maigre (3%), arômes naturels.","{'carbohydrates': 33, 'carbohydrates_100g': 33, 'carbohydrates_serving': 14.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 33, 'energy': 1765, 'energy-kcal': 424, 'energy-kcal_100g': 424, 'energy-kcal_serving': 191, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 424, 'energy-kcal_value_computed': 426, 'energy-kj': 1765, 'energy-kj_100g': 1765, 'energy-kj_serving': 794, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1765, 'energy-kj_value_computed': 1775, 'energy_100g': 1765, 'energy_serving': 794, 'energy_unit': 'kJ', 'energy_value': 1765, 'fat': 22, 'fat_100g': 22, 'fat_serving': 9.9, 'fat_unit': 'g', 'fat_value': 22, 'fiber': 16, 'fiber_100g': 16, 'fiber_serving': 7.2, 'fiber_unit': 'g', 'fiber_value': 16, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 48, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 48, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 96, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 96, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'proteins': 16, 'proteins_100g': 16, 'proteins_serving': 7.2, 'proteins_unit': 'g', 'proteins_value': 16, 'salt': 0.01, 'salt_100g': 0.01, 'salt_serving': 0.0045, 'salt_unit': 'g', 'salt_value': 0.01, 'saturated-fat': 3.5, 'saturated-fat_100g': 3.5, 'saturated-fat_serving': 1.58, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3.5, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_serving': 0.0018, 'sodium_unit': 'g', 'sodium_value': 0.004, 'sugars': 28, 'sugars_100g': 28, 'sugars_serving': 12.6, 'sugars_unit': 'g', 'sugars_value': 28}",2025-11-27 18:00:13
